t,r,u,y,d
81.849,-0.70481,-0.38194,-0.70601,-3.3783
81.857,-0.7083,-0.36352,-0.71028,-3.4029
81.865,-0.71217,-0.4082,-0.71153,-3.4275
81.873,-0.71568,-0.38185,-0.7167,-3.429
81.88,-0.71917,-0.37724,-0.72037,-3.4514
81.888,-0.72348,-0.40126,-0.72352,-3.479
81.896,-0.727,-0.402,-0.727,-3.4798
81.904,-0.73048,-0.39835,-0.73085,-3.503
81.912,-0.73433,-0.39712,-0.73473,-3.5276
81.919,-0.73786,-0.40466,-0.73792,-3.5306
81.927,-0.74168,-0.40026,-0.74168,-3.5514
81.935,-0.74565,-0.40441,-0.74565,-3.5789
81.943,-0.74918,-0.40588,-0.74918,-3.5814
81.95,-0.75267,-0.42134,-0.75199,-3.603
81.958,-0.75616,-0.40182,-0.75634,-3.6277
81.966,-0.75996,-0.41913,-0.7591,-3.6322
81.974,-0.76358,-0.39288,-0.76411,-3.6542
81.981,-0.76707,-0.40422,-0.76719,-3.6793
81.989,-0.77056,-0.38643,-0.77155,-3.683
81.997,-0.77405,-0.40259,-0.77398,-3.7031
82.005,-0.77724,-0.40648,-0.77714,-3.7277
82.012,-0.781,-0.39515,-0.78134,-3.7338
82.02,-0.78424,-0.38063,-0.7853,-3.7547
82.028,-0.78734,-0.38435,-0.78822,-3.7794
82.036,-0.79044,-0.38753,-0.79094,-3.7846
82.043,-0.79325,-0.38288,-0.79423,-3.8032
82.051,-0.79624,-0.39011,-0.79688,-3.8278
82.059,-0.79934,-0.37485,-0.80066,-3.8354
82.067,-0.80245,-0.37282,-0.80374,-3.8548
82.074,-0.80496,-0.3608,-0.80704,-3.8608
82.082,-0.80757,-0.37146,-0.80912,-3.8786
82.09,-0.81028,-0.35919,-0.81229,-3.9033
82.098,-0.81296,-0.35952,-0.81506,-3.9116
82.105,-0.81536,-0.34683,-0.81795,-3.9303
82.113,-0.81769,-0.36212,-0.81936,-3.9549
82.121,-0.82002,-0.34407,-0.82256,-3.9624
82.129,-0.82208,-0.32586,-0.82554,-3.9787
82.136,-0.8242,-0.32719,-0.82752,-3.9878
82.144,-0.82621,-0.32406,-0.82969,-4.0057
82.152,-0.82788,-0.31795,-0.83175,-4.0132
82.16,-0.82969,-0.30505,-0.8342,-4.0296
82.167,-0.83138,-0.29593,-0.83618,-4.0386
82.175,-0.8327,-0.28119,-0.83843,-4.0534
82.183,-0.83421,-0.28019,-0.83985,-4.064
82.191,-0.83557,-0.26951,-0.84155,-4.0804
82.198,-0.83674,-0.26407,-0.84289,-4.0894
82.206,-0.83767,-0.25024,-0.8446,-4.1042
82.214,-0.83866,-0.24066,-0.84604,-4.1148
82.222,-0.83968,-0.23066,-0.84735,-4.1148
82.229,-0.84025,-0.22362,-0.84849,-4.1305
82.237,-0.84087,-0.19825,-0.8502,-4.1402
82.245,-0.84142,-0.18776,-0.85098,-4.1402
82.253,-0.8416,-0.18719,-0.85122,-4.1535
82.26,-0.84183,-0.17368,-0.85205,-4.1656
82.268,-0.842,-0.16037,-0.85287,-4.1656
82.276,-0.842,-0.14856,-0.85356,-4.1656
82.284,-0.842,-0.15732,-0.85283,-4.1662
82.291,-0.842,-0.13116,-0.85399,-4.1909
82.299,-0.842,-0.13678,-0.85361,-4.191
82.307,-0.842,-0.10263,-0.85555,-4.191
82.315,-0.842,-0.113,-0.8548,-4.191
82.322,-0.842,-0.113,-0.8548,-4.191
82.33,-0.842,-0.10239,-0.85519,-4.191
82.338,-0.842,-0.09733,-0.8552,-4.2147
82.346,-0.842,-0.089085,-0.85559,-4.2164
82.353,-0.842,-0.091992,-0.8552,-4.2164
82.361,-0.842,-0.088134,-0.8552,-4.2164
82.369,-0.842,-0.088936,-0.8552,-4.2164
82.377,-0.842,-0.08719,-0.8552,-4.2164
82.384,-0.842,-0.088748,-0.8552,-4.2164
82.392,-0.842,-0.065875,-0.85597,-4.2164
82.4,-0.842,-0.08187,-0.85525,-4.2164
82.408,-0.842,-0.059435,-0.85629,-4.2164
82.415,-0.842,-0.072758,-0.85535,-4.2164
82.423,-0.842,-0.057264,-0.85621,-4.2164
82.431,-0.842,-0.073529,-0.85528,-4.2164
82.439,-0.842,-0.065013,-0.85556,-4.2164
82.446,-0.842,-0.05523,-0.85595,-4.2164
82.454,-0.842,-0.067539,-0.85532,-4.2164
82.462,-0.842,-0.061847,-0.85553,-4.2371
82.47,-0.842,-0.056414,-0.8556,-4.2418
82.477,-0.842,-0.056,-0.85525,-4.2418
82.485,-0.842,-0.046638,-0.85591,-4.2418
82.493,-0.842,-0.034337,-0.85629,-4.2418
82.501,-0.84189,-0.048286,-0.8552,-4.2418
82.508,-0.84148,-0.040253,-0.85543,-4.2418
82.516,-0.84106,-0.021445,-0.85572,-4.2418
82.524,-0.84067,-0.01995,-0.85533,-4.2418
82.532,-0.84028,-0.0075751,-0.85537,-4.2418
82.54,-0.83979,-0.0025835,-0.8549,-4.2418
82.547,-0.83902,0.014645,-0.85493,-4.2418
82.555,-0.83822,0.016682,-0.85418,-4.2418
82.563,-0.83737,0.044914,-0.85468,-4.2418
82.571,-0.83649,0.06139,-0.8544,-4.2418
82.578,-0.83542,0.074,-0.85404,-4.2418
82.586,-0.83456,0.079895,-0.85288,-4.2418
82.594,-0.83337,0.10457,-0.85297,-4.2418
82.602,-0.83198,0.11142,-0.85179,-4.2418
82.609,-0.83053,0.1224,-0.85074,-4.236
82.617,-0.82928,0.12611,-0.84936,-4.2164
82.625,-0.82773,0.15999,-0.8496,-4.2164
82.633,-0.82615,0.13502,-0.84679,-4.2164
82.64,-0.82443,0.082614,-0.84212,-4.2164
82.648,-0.82288,0.093789,-0.84112,-4.2164
82.656,-0.82126,0.11717,-0.84046,-4.2121
82.664,-0.81938,0.11759,-0.83847,-4.191
82.671,-0.81779,0.11586,-0.83623,-4.191
82.679,-0.81583,0.1217,-0.83456,-4.191
82.687,-0.81359,0.11004,-0.83173,-4.1867
82.695,-0.81132,0.11847,-0.83001,-4.1656
82.702,-0.80938,0.11117,-0.82743,-4.1656
82.71,-0.80741,0.12853,-0.82581,-4.1636
82.718,-0.80507,0.12343,-0.82349,-4.1402
82.726,-0.80252,0.1317,-0.82126,-4.1402
82.733,-0.80054,0.13919,-0.81907,-4.1374
82.741,-0.79821,0.16476,-0.81781,-4.1148
82.749,-0.79588,0.16287,-0.8155,-4.1148
82.757,-0.79354,0.18046,-0.81358,-4.1143
82.764,-0.79053,0.19876,-0.81186,-4.0894
82.772,-0.78821,0.16734,-0.8075,-4.0873
82.78,-0.78586,0.1967,-0.8064,-4.064
82.788,-0.78315,0.24829,-0.80636,-4.0635
82.795,-0.78083,0.26282,-0.80442,-4.0389
82.803,-0.77812,0.15865,-0.79636,-4.0386
82.811,-0.77508,0.19793,-0.7955,-4.0132
82.819,-0.77274,0.21451,-0.79352,-4.0127
82.826,-0.77003,0.19124,-0.78964,-3.9881
82.834,-0.76731,0.19292,-0.78691,-3.9878
82.842,-0.7646,0.24404,-0.78643,-3.9878
82.85,-0.76194,0.17193,-0.77998,-3.9618
82.857,-0.75922,0.21264,-0.77921,-3.9372
82.865,-0.75651,0.19475,-0.77536,-3.937
82.873,-0.7538,0.22282,-0.77408,-3.9134
82.881,-0.75144,0.20163,-0.77005,-3.9116
82.888,-0.74842,0.24561,-0.7692,-3.8864
82.896,-0.74571,0.20944,-0.76458,-3.8862
82.904,-0.74299,0.18565,-0.76068,-3.8625
82.912,-0.74064,0.21731,-0.75968,-3.8608
82.919,-0.73797,0.20187,-0.75612,-3.8608
82.927,-0.73559,0.25686,-0.75627,-3.8395
82.935,-0.73262,0.17569,-0.74902,-3.812
82.943,-0.73024,0.23563,-0.74948,-3.81
82.95,-0.72756,0.1829,-0.74437,-3.7879
82.958,-0.72518,0.21601,-0.7436,-3.7846
82.966,-0.72286,0.20539,-0.74036,-3.7846
82.974,-0.72027,0.23302,-0.73889,-3.762
82.981,-0.71791,0.20297,-0.73496,-3.737
82.989,-0.71558,0.23082,-0.73406,-3.7338
82.997,-0.71358,0.18511,-0.72946,-3.7132
83.005,-0.71133,0.21511,-0.72871,-3.7084
83.012,-0.70909,0.20217,-0.72538,-3.6867
83.02,-0.70678,0.1862,-0.72244,-3.683
83.028,-0.70478,0.23762,-0.72265,-3.683
83.036,-0.70284,0.17654,-0.71749,-3.6631
83.043,-0.7009,0.24682,-0.719,-3.6576
83.051,-0.69896,0.17336,-0.71338,-3.6393
83.059,-0.69714,0.19599,-0.71269,-3.6322
83.067,-0.69523,0.20752,-0.71132,-3.6123
83.074,-0.6936,0.14733,-0.70659,-3.6068
83.082,-0.69205,0.17056,-0.70607,-3.5885
83.09,-0.6905,0.15386,-0.70336,-3.5814
83.098,-0.6891,0.15181,-0.7017,-3.5814
83.105,-0.68759,0.18615,-0.7019,-3.5623
83.113,-0.68633,0.11215,-0.6968,-3.556
83.121,-0.68517,0.14089,-0.69701,-3.5384
83.129,-0.68401,0.11247,-0.6943,-3.5306
83.136,-0.68274,0.13154,-0.69384,-3.5306
83.144,-0.68153,0.18839,-0.69556,-3.5122
83.152,-0.68065,0.14682,-0.69267,-3.5052
83.16,-0.67987,0.15116,-0.692,-3.5052
83.168,-0.67909,0.099658,-0.68861,-3.4892
83.175,-0.67856,0.089245,-0.68736,-3.4798
83.183,-0.67788,0.13211,-0.68852,-3.4798
83.191,-0.67733,0.068616,-0.68481,-3.4629
83.199,-0.67695,0.0471,-0.68331,-3.4544
83.206,-0.67656,0.053987,-0.68312,-3.4544
83.214,-0.67617,0.11317,-0.68577,-3.4544
83.222,-0.676,0.079891,-0.68404,-3.4387
83.23,-0.676,0.024651,-0.68109,-3.429
83.237,-0.676,0.074341,-0.68361,-3.429
83.245,-0.676,0.014471,-0.68017,-3.429
83.253,-0.67557,0.018201,-0.67988,-3.4152
83.261,-0.67426,0.068888,-0.68127,-3.4036
83.268,-0.67239,0.097084,-0.68063,-3.4036
83.276,-0.66999,0.036331,-0.67517,-3.4036
83.284,-0.66706,0.032689,-0.67204,-3.4036
83.292,-0.66334,0.10845,-0.67219,-3.3906
83.299,-0.65908,0.13773,-0.6693,-3.3782
83.307,-0.65391,0.17432,-0.66578,-3.3782
83.315,-0.64815,0.25809,-0.66411,-3.3643
83.323,-0.6421,0.24563,-0.65744,-3.3528
83.33,-0.63532,0.2474,-0.65084,-3.3405
83.338,-0.62816,0.31159,-0.6467,-3.3159
83.346,-0.61995,0.34006,-0.63953,-3.302
83.354,-0.61085,0.37984,-0.6323,-3.2889
83.361,-0.60174,0.42101,-0.62532,-3.2643
83.369,-0.59226,0.49844,-0.61956,-3.2397
83.377,-0.58223,0.52103,-0.61032,-3.215
83.385,-0.57097,0.51448,-0.59843,-3.189
83.392,-0.55915,0.6231,-0.59172,-3.1626
83.4,-0.54755,0.67396,-0.58228,-3.138
83.408,-0.53536,0.71723,-0.57215,-3.1026
83.416,-0.5228,0.71886,-0.55946,-3.0634
83.423,-0.50971,0.76838,-0.54851,-3.0295
83.431,-0.49533,0.9086,-0.54086,-2.9779
83.439,-0.48026,0.89484,-0.52459,-2.9356
83.447,-0.46598,0.93073,-0.51159,-2.9009
83.454,-0.45111,0.93754,-0.49668,-2.8517
83.462,-0.43586,1.0344,-0.48599,-2.8024
83.47,-0.41952,1.0974,-0.4725,-2.7422
83.478,-0.40213,1.054,-0.45251,-2.6722
83.485,-0.3857,1.1323,-0.43967,-2.623
83.493,-0.36903,1.2099,-0.4265,-2.5652
83.501,-0.35212,1.2688,-0.41203,-2.4991
83.509,-0.33397,1.2585,-0.39302,-2.44
83.516,-0.31483,1.3248,-0.37664,-2.3596
83.524,-0.297,1.3794,-0.36098,-2.2857
83.532,-0.27904,1.3336,-0.34009,-2.2196
83.54,-0.26071,1.3932,-0.32429,-2.1634
83.547,-0.2421,1.4763,-0.30963,-2.0896
83.555,-0.22291,1.4138,-0.28671,-2.0072
83.563,-0.20237,1.4565,-0.26751,-1.9069
83.571,-0.18337,1.534,-0.25183,-1.8331
83.578,-0.16428,1.6007,-0.2356,-1.7592
83.586,-0.1449,1.5303,-0.2123,-1.6854
83.594,-0.12499,1.5805,-0.1945,-1.6042
83.602,-0.10363,1.6197,-0.17439,-1.5028
83.609,-0.084247,1.7117,-0.15915,-1.4226
83.617,-0.064864,1.7462,-0.14093,-1.3297
83.625,-0.045482,1.8114,-0.12416,-1.2511
83.633,-0.025656,1.7752,-0.10177,-1.1549
83.64,-0.0042159,1.7794,-0.079813,-1.0669
83.648,0.015167,1.8401,-0.063095,-0.97396
83.656,0.034474,1.8493,-0.043601,-0.89536
83.664,0.053469,1.7825,-0.020608,-0.79689
83.671,0.072466,1.8901,-0.0066363,-0.70161
83.679,0.091682,1.9464,0.010526,-0.62398
83.687,0.11243,1.9218,0.033142,-0.51419
83.695,0.13104,1.8062,0.057984,-0.41573
83.702,0.14954,1.8406,0.074989,-0.31727
83.71,0.16741,1.8854,0.091851,-0.22125
83.718,0.18575,1.8847,0.11037,-0.14479
83.726,0.20527,1.9376,0.12806,-0.034573
83.733,0.22267,1.8956,0.14819,0.063888
83.741,0.23969,1.8043,0.1702,0.15987
83.749,0.25636,1.7942,0.18817,0.23542
83.757,0.27308,1.7435,0.20783,0.33336
83.764,0.29094,1.7648,0.22522,0.41634
83.772,0.30679,1.6866,0.24515,0.49271
83.78,0.32224,1.775,0.25662,0.58943
83.788,0.33697,1.7991,0.27113,0.66424
83.796,0.3517,1.726,0.28966,0.76253
83.803,0.36566,1.8626,0.29741,0.83638
83.811,0.38096,1.7207,0.32044,0.94515
83.819,0.39412,1.656,0.33708,1.019
83.827,0.40691,1.7774,0.34414,1.0928
83.834,0.41931,1.7096,0.36042,1.1667
83.842,0.43096,1.6114,0.37746,1.2405
83.85,0.44366,1.4279,0.39977,1.3239
83.858,0.4545,1.3795,0.41328,1.3978
83.865,0.46458,1.4231,0.42143,1.4716
83.873,0.47428,1.4809,0.42843,1.5455
83.881,0.48324,1.3822,0.44275,1.6193
83.889,0.49289,1.4073,0.45134,1.6773
83.896,0.50065,1.3452,0.46297,1.7511
83.904,0.50802,1.2709,0.47422,1.8009
83.912,0.51502,1.2578,0.48178,1.8501
83.92,0.52093,1.0287,0.49981,1.9219
83.927,0.52674,0.93056,0.51057,1.974
83.935,0.53213,0.91617,0.51691,2.0292
83.943,0.53645,0.95835,0.51941,2.0788
83.951,0.54036,0.83744,0.52921,2.128
83.958,0.54355,0.8512,0.53177,2.1772
83.966,0.54599,0.78397,0.53763,2.2265
83.974,0.54822,0.75169,0.54135,2.2583
83.982,0.54947,0.7803,0.54124,2.3059
83.989,0.54994,0.68162,0.54705,2.3333
83.997,0.55,0.50158,0.55596,2.3579
84.005,0.54988,0.63657,0.54912,2.3952
84.013,0.54936,0.59384,0.55069,2.4208
84.02,0.54808,0.42146,0.5581,2.4476
84.028,0.54601,0.34272,0.55987,2.4722
84.036,0.54344,0.334,0.5576,2.4968
84.044,0.54023,0.3068,0.55577,2.5146
84.051,0.53629,0.15794,0.55895,2.5215
84.059,0.53107,0.074966,0.55787,2.54
84.067,0.52591,0.10368,0.55111,2.54
84.075,0.52016,0.05103,0.54753,2.5469
84.082,0.51347,-0.10193,0.54821,2.5654
84.09,0.50609,-0.21352,0.54617,2.5654
84.098,0.49733,-0.2925,0.54124,2.5654
84.106,0.48869,-0.42179,0.53898,2.5654
84.113,0.47968,-0.50153,0.53336,2.5593
84.121,0.47012,-0.50903,0.52355,2.54
84.129,0.45959,-0.43323,0.50905,2.5354
84.137,0.44842,-0.67342,0.50934,2.5103
84.144,0.43578,-0.63694,0.49426,2.483
84.152,0.42368,-0.71301,0.48548,2.4584
84.16,0.41113,-0.7728,0.4755,2.4292
84.168,0.39789,-0.81387,0.46407,2.3838
84.175,0.38403,-0.85821,0.45172,2.3587
84.183,0.36835,-0.93157,0.43915,2.3259
84.191,0.35355,-0.96076,0.42522,2.2767
84.199,0.33837,-1.0461,0.41372,2.2275
84.206,0.32281,-1.0374,0.3971,2.1782
84.214,0.30662,-1.1027,0.38356,2.1284
84.222,0.28803,-1.2068,0.36963,2.0734
84.23,0.27123,-1.2264,0.35308,2.0242
84.237,0.25374,-1.2707,0.33709,1.9718
84.245,0.23591,-1.3071,0.32075,1.9003
84.253,0.21805,-1.4081,0.30725,1.8495
84.261,0.19972,-1.4276,0.28903,1.7754
84.268,0.17836,-1.5049,0.27091,1.6955
84.276,0.15933,-1.5423,0.25304,1.6439
84.284,0.13995,-1.5753,0.23475,1.57
84.292,0.12055,-1.5965,0.2154,1.4962
84.299,0.10078,-1.643,0.19718,1.4223
84.307,0.078024,-1.6529,0.17425,1.339
84.315,0.05784,-1.709,0.15619,1.2635
84.323,0.037293,-1.7112,0.13497,1.1659
84.33,0.016748,-1.7752,0.11676,1.092
84.338,-0.0037979,-1.8537,0.099311,1.0182
84.346,-0.02742,-1.2651,0.045327,0.90605
84.354,-0.048352,-1.2684,0.024372,0.78475
84.361,-0.069286,-1.6917,0.023347,0.71069
84.369,-0.090218,-0.88443,-0.038288,0.58762
84.377,-0.11153,-2.2414,0.0074881,0.5124
84.385,-0.13249,-1.0701,-0.072358,0.3691
84.392,-0.15612,-2.9114,-0.0047583,0.30395
84.4,-0.17705,-0.71722,-0.13656,0.15625
84.408,-0.19799,-2.5335,-0.06676,0.10445
84.416,-0.21892,-0.89941,-0.17013,-0.037536
84.424,-0.23985,-1.9723,-0.13736,-0.11801
84.431,-0.26302,-0.9434,-0.2137,-0.22584
84.439,-0.28326,-1.499,-0.20579,-0.32465
84.447,-0.30379,-1.4653,-0.23007,-0.42311
84.455,-0.32363,-1.0808,-0.26881,-0.54402
84.462,-0.34374,-2.0117,-0.24324,-0.60212
84.47,-0.36559,-0.77759,-0.32705,-0.75276
84.478,-0.38512,-2.4,-0.26648,-0.80853
84.486,-0.40415,-0.8902,-0.36096,-0.97019
84.493,-0.42314,-2.5928,-0.2954,-1.0123
84.501,-0.44148,-1.1974,-0.38411,-1.1624
84.509,-0.4597,-2.3681,-0.34449,-1.2139
84.517,-0.47927,-0.86626,-0.44053,-1.3519
84.524,-0.49701,-1.8147,-0.41064,-1.4368
84.532,-0.51412,-0.88924,-0.47507,-1.5316
84.54,-0.53054,-1.0691,-0.48246,-1.6301
84.548,-0.54682,-1.2261,-0.492,-1.7092
84.555,-0.56419,-0.97985,-0.52138,-1.8122
84.563,-0.57969,-1.839,-0.49466,-1.8918
84.571,-0.59449,-1.4205,-0.53033,-2.0263
84.579,-0.60892,-2.5008,-0.49133,-2.0768
84.586,-0.62268,-1.5136,-0.55498,-2.176
84.594,-0.63733,-2.1117,-0.54053,-2.2506
84.602,-0.65021,-1.6806,-0.57624,-2.3214
84.61,-0.6623,-1.3911,-0.60302,-2.3952
84.617,-0.67403,-1.4372,-0.6129,-2.469
84.625,-0.68509,-0.91356,-0.6506,-2.5429
84.633,-0.69541,-0.93803,-0.65994,-2.5996
84.641,-0.70615,-0.78867,-0.67836,-2.6722
84.648,-0.71588,-1.1035,-0.67244,-2.7486
84.656,-0.72433,-1.2743,-0.67268,-2.8224
84.664,-0.7322,-1.5899,-0.66507,-2.8791
84.672,-0.7397,-1.775,-0.66375,-2.9447
84.679,-0.74717,-1.775,-0.67205,-3.0074
84.687,-0.75345,-1.5792,-0.68895,-3.0586
84.695,-0.75872,-1.2177,-0.71267,-3.1078
84.703,-0.76324,-0.93794,-0.73154,-3.157
84.71,-0.76726,-0.61047,-0.75221,-3.2063
84.718,-0.77094,-0.43029,-0.76507,-3.2597
84.726,-0.7739,-0.28502,-0.77494,-3.3111
84.734,-0.77584,-0.45708,-0.76844,-3.3438
84.741,-0.77714,-0.63619,-0.76083,-3.3841
84.749,-0.77783,-0.91991,-0.74741,-3.4334
84.757,-0.778,-0.36435,-0.77641,-3.4563
84.765,-0.778,-0.83504,-0.75289,-3.4909
84.772,-0.77726,-0.91457,-0.74821,-3.5366
84.78,-0.7761,-0.64985,-0.76046,-3.556
84.788,-0.77426,-0.37675,-0.77228,-3.5701
84.796,-0.77173,-0.20486,-0.77815,-3.5948
84.803,-0.76836,-0.12174,-0.77878,-3.6212
84.811,-0.76421,-0.12354,-0.77458,-3.6322
84.819,-0.75972,-0.20039,-0.76611,-3.6464
84.827,-0.75465,-0.23211,-0.75945,-3.6576
84.834,-0.74882,-0.24939,-0.75283,-3.6576
84.842,-0.74198,-0.20488,-0.74816,-3.6576
84.85,-0.73477,-0.045105,-0.74872,-3.6576
84.858,-0.72716,0.12837,-0.7496,-3.6576
84.865,-0.71882,0.29016,-0.7492,-3.6576
84.873,-0.7101,0.43418,-0.74749,-3.6576
84.881,-0.70084,0.47216,-0.73972,-3.6576
84.889,-0.6902,0.30825,-0.72048,-3.6576
84.896,-0.67881,0.27538,-0.7076,-3.6449
84.904,-0.66776,0.43046,-0.70404,-3.6203
84.912,-0.65617,0.46668,-0.69387,-3.5957
84.92,-0.64399,0.52146,-0.68437,-3.5711
84.927,-0.63073,0.61023,-0.67512,-3.5451
84.935,-0.61662,0.65076,-0.66261,-3.5187
84.943,-0.60287,0.73962,-0.65283,-3.494
84.951,-0.58876,0.76394,-0.63932,-3.4591
84.958,-0.57411,0.7891,-0.62567,-3.4194
84.966,-0.55822,0.82628,-0.61134,-3.3835
84.974,-0.54157,0.84676,-0.59517,-3.3304
84.982,-0.52568,0.86663,-0.57993,-3.2812
84.989,-0.50948,0.91361,-0.56559,-3.2319
84.997,-0.49267,0.98801,-0.55208,-3.1916
85.005,-0.47561,1.0826,-0.5393,-3.1508
85.013,-0.45758,1.166,-0.52488,-3.0822
85.02,-0.4382,1.2648,-0.50991,-3.019
85.028,-0.42022,1.3167,-0.49398,-2.954
85.036,-0.40188,1.3702,-0.47782,-2.8967
85.044,-0.38327,1.403,-0.46029,-2.8228
85.052,-0.36384,1.391,-0.43955,-2.7462
85.059,-0.34297,1.479,-0.42265,-2.6656
85.067,-0.32359,1.4615,-0.40196,-2.5918
85.075,-0.30421,1.5349,-0.38548,-2.5179
85.083,-0.28472,1.6024,-0.3685,-2.4441
85.09,-0.26429,1.5775,-0.34629,-2.3611
85.098,-0.2425,1.6075,-0.32515,-2.2615
85.106,-0.22234,1.6502,-0.30681,-2.1876
85.114,-0.20218,1.6865,-0.28789,-2.1071
85.121,-0.18203,1.7208,-0.26867,-2.0145
85.129,-0.16187,1.7881,-0.25122,-1.9356
85.137,-0.14121,1.841,-0.23243,-1.8347
85.145,-0.11895,1.8305,-0.20876,-1.7326
85.152,-0.098795,1.8587,-0.18947,-1.6529
85.16,-0.078638,1.8704,-0.16904,-1.5545
85.168,-0.058478,1.7894,-0.14408,-1.4603
85.176,-0.037972,1.7835,-0.12281,-1.3809
85.183,-0.016055,1.7407,-0.097879,-1.2718
85.191,0.0037145,1.8553,-0.08318,-1.1733
85.199,0.023485,1.992,-0.069705,-1.0748
85.207,0.043144,1.9636,-0.048224,-0.97638
85.214,0.062493,2.0047,-0.030156,-0.8795
85.222,0.083902,2.0286,-0.0091162,-0.79215
85.23,0.10251,1.9522,0.01422,-0.69369
85.238,0.12112,1.9844,0.031613,-0.59522
85.245,0.13964,1.768,0.06142,-0.49676
85.253,0.15747,2.0133,0.067709,-0.39829
85.261,0.17541,2.0539,0.084298,-0.29912
85.269,0.19492,1.9215,0.1112,-0.1923
85.276,0.21193,1.9823,0.12619,-0.1156
85.284,0.2286,1.476,0.16873,-0.017134
85.292,0.24523,1.7893,0.16962,0.081331
85.3,0.26116,1.5178,0.20007,0.17951
85.307,0.27858,1.7903,0.20393,0.26556
85.315,0.29366,1.9484,0.21169,0.36192
85.323,0.30835,1.7991,0.23447,0.43577
85.331,0.32231,2.206,0.22941,0.51015
85.338,0.33626,1.5644,0.27554,0.60861
85.346,0.35108,1.7537,0.28134,0.69223
85.354,0.36349,1.3608,0.31438,0.76744
85.362,0.37587,1.1915,0.33496,0.86534
85.369,0.3875,1.6373,0.32488,0.93918
85.377,0.39875,1.3613,0.35017,1.013
85.385,0.40925,2.0429,0.32702,1.0869
85.393,0.42024,1.4828,0.36749,1.1702
85.4,0.42993,1.4363,0.37912,1.2441
85.408,0.43847,1.4177,0.3896,1.2935
85.416,0.447,0.99496,0.41907,1.3664
85.424,0.45445,1.5441,0.39958,1.4174
85.431,0.46236,0.87422,0.44135,1.4982
85.439,0.46857,1.4707,0.41769,1.5476
85.447,0.4744,1.2653,0.43434,1.6205
85.455,0.47949,1.0351,0.45112,1.6714
85.462,0.48418,1.2124,0.44722,1.7207
85.47,0.48864,0.40618,0.49213,1.776
85.478,0.49179,1.1881,0.45624,1.8017
85.486,0.49417,0.76502,0.47999,1.8723
85.493,0.49615,0.91742,0.47442,1.9018
85.501,0.49741,0.92594,0.47556,1.9478
85.509,0.49792,0.39055,0.50294,1.9764
85.517,0.498,0.77819,0.48377,2.0169
85.524,0.498,0.45756,0.49988,2.051
85.532,0.49766,0.65078,0.48995,2.0788
85.54,0.49727,0.52861,0.49598,2.1034
85.548,0.49689,0.12435,0.5152,2.1281
85.555,0.49577,0.75697,0.48257,2.1554
85.563,0.49492,0.24146,0.50717,2.1805
85.571,0.4935,0.5477,0.49065,2.1844
85.579,0.49195,0.29217,0.50221,2.2043
85.586,0.4904,0.0015589,0.51463,2.2289
85.594,0.48835,0.51632,0.48684,2.2352
85.602,0.48637,-0.052949,0.51337,2.2559
85.61,0.48412,0.28641,0.49379,2.2606
85.617,0.48179,0.042581,0.5033,2.2606
85.625,0.47917,0.091901,0.49809,2.2606
85.633,0.47618,0.11368,0.49428,2.2782
85.641,0.47278,-0.23345,0.50801,2.286
85.648,0.46958,0.03664,0.49093,2.286
85.656,0.46619,-0.14938,0.49676,2.286
85.664,0.4627,-0.032796,0.48716,2.286
85.672,0.45895,-0.14952,0.48902,2.286
85.68,0.45471,-0.37879,0.4958,2.286
85.687,0.4504,-0.27652,0.48634,2.286
85.695,0.44614,-0.573,0.49659,2.286
85.703,0.44187,-0.21578,0.47408,2.2691
85.711,0.43736,-0.3054,0.4738,2.2606
85.718,0.43229,-0.40882,0.47345,2.2431
85.726,0.42717,-0.25833,0.46068,2.2352
85.734,0.42214,-0.46653,0.4656,2.2183
85.742,0.4171,-0.3716,0.45551,2.1937
85.749,0.41181,-0.47979,0.45542,2.1844
85.757,0.40639,-0.47851,0.44955,2.1698
85.765,0.40053,-0.42257,0.4407,2.1432
85.773,0.39483,-0.50232,0.43862,2.1336
85.78,0.38916,-0.48275,0.43154,2.1182
85.788,0.38335,-0.52591,0.4276,2.0936
85.796,0.37753,-0.48972,0.41954,2.069
85.804,0.37104,-0.51184,0.41397,2.0574
85.811,0.36475,-0.61646,0.41261,2.042
85.819,0.35871,-0.54597,0.40266,2.0173
85.827,0.35251,-0.59931,0.3988,1.9927
85.835,0.3463,-0.59179,0.39173,1.9681
85.842,0.33966,-0.62238,0.38608,1.9417
85.85,0.33287,-0.63919,0.37984,1.9157
85.858,0.3265,-0.60859,0.37163,1.8911
85.866,0.32009,-0.6752,0.36814,1.8665
85.873,0.31369,-0.64296,0.35979,1.8419
85.881,0.30731,-0.65662,0.35389,1.8172
85.889,0.3003,-0.68336,0.34803,1.7788
85.897,0.29348,-0.69365,0.34123,1.7394
85.904,0.28709,-0.73558,0.33635,1.7148
85.912,0.2805,-0.69565,0.32748,1.6902
85.92,0.27408,-0.71958,0.32196,1.6656
85.928,0.26733,-0.70314,0.31397,1.6395
85.935,0.26047,-0.70575,0.30682,1.6132
85.943,0.25409,-0.71216,0.30032,1.5769
85.951,0.24767,-0.69558,0.29292,1.5385
85.959,0.24146,-0.74806,0.28899,1.5139
85.966,0.23493,-0.71018,0.28022,1.488
85.974,0.22826,-0.73067,0.27422,1.4615
85.982,0.22223,-0.73298,0.26783,1.426
85.99,0.21625,-0.70625,0.26024,1.3869
