t,r,u,y,d
42.146,0.64952,-0.81088,0.69269,3.5071
42.154,0.64021,-0.82363,0.68377,3.4598
42.161,0.63091,-0.84055,0.6752,3.4325
42.169,0.62161,-0.85799,0.66601,3.3867
42.177,0.61198,-0.85619,0.65606,3.3375
42.185,0.60119,-0.88672,0.6466,3.305
42.192,0.59135,-0.89013,0.6366,3.258
42.2,0.58132,-0.89334,0.62652,3.2088
42.208,0.57157,-0.91409,0.61709,3.18
42.216,0.56157,-0.91127,0.60686,3.1358
42.223,0.55038,-0.93697,0.5966,3.0811
42.231,0.54011,-0.92027,0.58517,3.0309
42.239,0.52971,-0.96511,0.57676,2.9817
42.247,0.51955,-0.96307,0.56591,2.9521
42.254,0.50917,-0.96123,0.55517,2.9086
42.262,0.49761,-0.97991,0.54426,2.8542
42.27,0.48689,-0.99449,0.53401,2.8038
42.278,0.47642,-0.99855,0.52331,2.7546
42.285,0.46596,-0.99528,0.51216,2.7054
42.293,0.45549,-1.0083,0.50177,2.6561
42.301,0.44475,-1.0092,0.49088,2.6069
42.309,0.43285,-1.0182,0.47915,2.5529
42.316,0.42194,-1.0227,0.46804,2.5021
42.324,0.41119,-1.0373,0.45747,2.4529
42.332,0.40033,-1.0389,0.44646,2.4036
42.34,0.38948,-1.0527,0.436,2.3544
42.347,0.37763,-1.056,0.42386,2.3006
42.355,0.36608,-1.0748,0.41294,2.2496
42.363,0.35511,-1.061,0.40094,2.2003
42.371,0.34426,-1.0779,0.39051,2.1511
42.378,0.33316,-1.0889,0.37971,2.1019
42.386,0.3212,-1.0958,0.3676,2.0483
42.394,0.30962,-1.0972,0.35602,1.9971
42.402,0.29864,-1.1072,0.34504,1.9478
42.409,0.28754,-1.1199,0.33419,1.8986
42.417,0.27653,-1.121,0.32286,1.8494
42.425,0.26545,-1.1354,0.31236,1.8001
42.433,0.25357,-1.1389,0.3002,1.747
42.44,0.24192,-1.1474,0.28867,1.6953
42.448,0.23092,-1.1441,0.27716,1.6309
42.456,0.22006,-1.1501,0.26589,1.5715
42.464,0.20899,-1.1551,0.25478,1.5222
42.471,0.19715,-1.1615,0.24298,1.4693
42.479,0.18546,-1.1616,0.23098,1.4174
42.487,0.17445,-1.1793,0.22055,1.3682
42.495,0.16359,-1.1847,0.20953,1.3189
42.502,0.15274,-1.1735,0.19773,1.2569
42.51,0.14112,-1.179,0.18614,1.1916
42.518,0.12963,-1.1897,0.17483,1.1395
42.526,0.11877,-1.1918,0.16376,1.0903
42.534,0.10792,-1.1864,0.15231,1.041
42.541,0.097256,-1.1806,0.14087,0.9918
42.549,0.086611,-1.1713,0.12945,0.93125
42.557,0.075282,-1.1744,0.11787,0.86493
42.565,0.063902,-1.2221,0.10853,0.81235
42.572,0.053238,-1.2579,0.099447,0.76312
42.58,0.042772,-1.2077,0.08609,0.70253
42.588,0.032305,-1.1638,0.073304,0.63926
42.596,0.02142,-1.186,0.063116,0.58723
42.603,0.010422,-1.1885,0.051797,0.53444
42.611,0.00013505,-1.1696,0.040341,0.48521
42.619,-0.0099444,-1.1402,0.02839,0.43598
42.627,-0.020024,-1.1507,0.018467,0.38675
42.634,-0.030631,-1.1385,0.0068805,0.3246
42.642,-0.041482,-1.1283,-0.0045015,0.25653
42.65,-0.051393,-1.1344,-0.014361,0.2073
42.658,-0.061084,-1.1285,-0.024906,0.15807
42.665,-0.070775,-1.1145,-0.035575,0.10884
42.673,-0.080467,-1.1239,-0.045006,0.059603
42.681,-0.090446,-1.1272,-0.054987,0.0082237
42.689,-0.10054,-1.1101,-0.066455,-0.045209
42.696,-0.10985,-1.0972,-0.076679,-0.094444
42.704,-0.11915,-1.0889,-0.08662,-0.14368
42.712,-0.12834,-1.0848,-0.096249,-0.19291
42.72,-0.1376,-1.0551,-0.10732,-0.24407
42.727,-0.14732,-1.0472,-0.11761,-0.29772
42.735,-0.15623,-1.0433,-0.12677,-0.34695
42.743,-0.16503,-1.044,-0.13575,-0.39619
42.751,-0.17356,-1.0163,-0.14596,-0.44542
42.758,-0.18239,-1.02,-0.15468,-0.49637
42.766,-0.19158,-1.028,-0.16372,-0.55023
42.774,-0.19984,-1.0214,-0.1726,-0.59947
42.782,-0.20816,-1.002,-0.18208,-0.6487
42.789,-0.21601,-0.98885,-0.1909,-0.69186
42.797,-0.22406,-0.97306,-0.19976,-0.72176
42.805,-0.23202,-0.94062,-0.20954,-0.77227
42.813,-0.24046,-0.94076,-0.21809,-0.82657
42.82,-0.24783,-0.9276,-0.22643,-0.87581
42.828,-0.25519,-0.93125,-0.23361,-0.91972
42.836,-0.26256,-0.90414,-0.24249,-0.94887
42.844,-0.27002,-0.90927,-0.24989,-0.99918
42.851,-0.27764,-0.88407,-0.25904,-1.0475
42.859,-0.28432,-0.86872,-0.26674,-1.0775
42.867,-0.29122,-0.83796,-0.27501,-1.1222
42.875,-0.29776,-0.85272,-0.28079,-1.1506
42.882,-0.30407,-0.83116,-0.28863,-1.2007
42.89,-0.31096,-0.80981,-0.29673,-1.25
42.898,-0.31716,-0.79527,-0.30371,-1.2792
42.906,-0.3233,-0.78225,-0.31057,-1.3246
42.913,-0.32907,-0.7756,-0.31682,-1.3523
42.921,-0.33453,-0.75747,-0.32333,-1.3993
42.929,-0.34035,-0.75087,-0.32923,-1.4241
42.937,-0.34605,-0.73378,-0.33611,-1.4555
42.944,-0.35143,-0.72202,-0.34207,-1.5017
42.952,-0.35644,-0.68781,-0.3488,-1.5263
42.96,-0.36109,-0.70337,-0.35321,-1.5524
42.968,-0.36576,-0.6624,-0.35975,-1.601
42.975,-0.37099,-0.66932,-0.36479,-1.6287
42.983,-0.37557,-0.63775,-0.3707,-1.6533
42.991,-0.37947,-0.65218,-0.37402,-1.678
42.999,-0.38372,-0.60891,-0.38052,-1.7026
43.006,-0.3876,-0.606,-0.3844,-1.7272
43.014,-0.39157,-0.58141,-0.39001,-1.7804
43.022,-0.3954,-0.56575,-0.39423,-1.805
43.03,-0.39852,-0.56094,-0.39775,-1.8296
43.037,-0.402,-0.52899,-0.4024,-1.8542
43.045,-0.40472,-0.52027,-0.40589,-1.8788
43.053,-0.40781,-0.48994,-0.41051,-1.9035
43.061,-0.41088,-0.48226,-0.41372,-1.9059
43.068,-0.41321,-0.46101,-0.41721,-1.9305
43.076,-0.41553,-0.46294,-0.41953,-1.9551
43.084,-0.41786,-0.42442,-0.42336,-1.9797
43.092,-0.41982,-0.43201,-0.42506,-2.0043
43.099,-0.42161,-0.38306,-0.4296,-2.032
43.107,-0.42316,-0.39565,-0.43038,-2.032
43.115,-0.42471,-0.32437,-0.4353,-2.0559
43.123,-0.42589,-0.3437,-0.4356,-2.0806
43.13,-0.42706,-0.33191,-0.43736,-2.0828
43.138,-0.42798,-0.31057,-0.43915,-2.1075
43.146,-0.42876,-0.29206,-0.44071,-2.1082
43.154,-0.42953,-0.27547,-0.4419,-2.1314
43.162,-0.42995,-0.26341,-0.44306,-2.1336
43.169,-0.43,-0.23475,-0.44456,-2.1552
43.177,-0.43,-0.21774,-0.44511,-2.159
43.185,-0.43,-0.19917,-0.446,-2.159
43.193,-0.43,-0.19339,-0.44615,-2.1688
43.2,-0.43,-0.16552,-0.44753,-2.1844
43.208,-0.43,-0.1718,-0.44701,-2.1844
43.216,-0.43,-0.15443,-0.44775,-2.1844
43.224,-0.43035,-0.1603,-0.44765,-2.2065
43.231,-0.4304,-0.14747,-0.44828,-2.2098
43.239,-0.43073,-0.15571,-0.44807,-2.2098
43.247,-0.43112,-0.13818,-0.44927,-2.2098
43.255,-0.4315,-0.13833,-0.4496,-2.2098
43.262,-0.43227,-0.13499,-0.44993,-2.2098
43.27,-0.43273,-0.1373,-0.45033,-2.2308
43.278,-0.43344,-0.14277,-0.4504,-2.2352
43.286,-0.43391,-0.13331,-0.45132,-2.2352
43.293,-0.43459,-0.1344,-0.45189,-2.2352
43.301,-0.43536,-0.12758,-0.45312,-2.2352
43.309,-0.43621,-0.13013,-0.4536,-2.2352
43.317,-0.43732,-0.12664,-0.45452,-2.2352
43.324,-0.43819,-0.13968,-0.4548,-2.2538
43.332,-0.43924,-0.13445,-0.45593,-2.2606
43.34,-0.44041,-0.14614,-0.4564,-2.2606
43.348,-0.44168,-0.1342,-0.45816,-2.2606
43.355,-0.44288,-0.13804,-0.45909,-2.2606
43.363,-0.44433,-0.12156,-0.46117,-2.2606
43.371,-0.44561,-0.13255,-0.46173,-2.2777
43.379,-0.44703,-0.14329,-0.46237,-2.286
43.386,-0.44872,-0.1433,-0.46392,-2.286
43.394,-0.45005,-0.14229,-0.46553,-2.286
43.402,-0.45175,-0.14943,-0.46654,-2.286
43.41,-0.45343,-0.16332,-0.46732,-2.286
43.417,-0.45498,-0.1647,-0.46883,-2.3016
43.425,-0.45677,-0.16841,-0.4703,-2.3114
43.433,-0.45886,-0.16858,-0.47206,-2.3114
43.441,-0.46063,-0.17117,-0.47383,-2.3114
43.448,-0.46243,-0.17031,-0.47563,-2.327
43.456,-0.46437,-0.18028,-0.4771,-2.3368
43.464,-0.46653,-0.18291,-0.47893,-2.3368
43.472,-0.4688,-0.19174,-0.48048,-2.3368
43.479,-0.47108,-0.19977,-0.48228,-2.3525
43.487,-0.47317,-0.21307,-0.48367,-2.3622
43.495,-0.47533,-0.20801,-0.486,-2.3622
43.503,-0.47766,-0.20177,-0.48865,-2.3622
43.51,-0.48015,-0.21602,-0.4905,-2.3765
43.518,-0.48261,-0.22359,-0.49261,-2.3876
43.526,-0.48516,-0.2279,-0.49471,-2.3876
43.534,-0.48766,-0.23363,-0.49686,-2.401
43.541,-0.49019,-0.23699,-0.49919,-2.413
43.549,-0.4929,-0.23243,-0.50189,-2.413
43.557,-0.49559,-0.23789,-0.50419,-2.4256
43.565,-0.49828,-0.25,-0.50628,-2.4384
43.572,-0.50099,-0.25795,-0.50859,-2.4384
43.58,-0.50389,-0.26181,-0.51109,-2.4502
43.588,-0.50682,-0.26352,-0.51384,-2.4638
43.596,-0.50969,-0.26692,-0.51668,-2.4755
43.603,-0.51279,-0.27146,-0.5194,-2.4892
43.611,-0.5159,-0.26751,-0.52246,-2.4892
43.619,-0.51882,-0.26322,-0.5255,-2.5003
43.627,-0.5217,-0.28184,-0.52754,-2.5146
43.634,-0.52497,-0.28343,-0.53074,-2.5255
43.642,-0.5283,-0.28422,-0.53411,-2.54
43.65,-0.5314,-0.29426,-0.53665,-2.5511
43.658,-0.53467,-0.30263,-0.5393,-2.5654
43.665,-0.538,-0.30425,-0.54255,-2.575
43.673,-0.54111,-0.3106,-0.54549,-2.5908
43.681,-0.54449,-0.31745,-0.54838,-2.5999
43.689,-0.54811,-0.31013,-0.55234,-2.6162
43.696,-0.55136,-0.31749,-0.55536,-2.6258
43.704,-0.55485,-0.32298,-0.55843,-2.6416
43.712,-0.55834,-0.33357,-0.56126,-2.6496
43.72,-0.56197,-0.33182,-0.56478,-2.667
43.727,-0.56577,-0.34231,-0.56807,-2.6766
43.735,-0.56925,-0.34799,-0.57136,-2.7013
43.743,-0.57274,-0.36647,-0.57405,-2.7178
43.751,-0.57623,-0.34657,-0.57863,-2.7251
43.758,-0.57985,-0.3518,-0.58202,-2.7432
43.766,-0.5838,-0.36415,-0.58512,-2.7521
43.774,-0.58755,-0.36872,-0.58848,-2.7767
43.782,-0.59115,-0.36485,-0.59235,-2.794
43.79,-0.59493,-0.36612,-0.59602,-2.8005
43.797,-0.59851,-0.37415,-0.5994,-2.8194
43.805,-0.60241,-0.36861,-0.60334,-2.8251
43.813,-0.60636,-0.39123,-0.60648,-2.8522
43.821,-0.61024,-0.38718,-0.61033,-2.8702
43.828,-0.61402,-0.39903,-0.6134,-2.876
43.836,-0.61759,-0.39235,-0.61743,-2.9006
43.844,-0.62156,-0.40201,-0.62099,-2.921
43.852,-0.62584,-0.38917,-0.62603,-2.9276
43.859,-0.62972,-0.39595,-0.6295,-2.9522
43.867,-0.6336,-0.38596,-0.63368,-2.9718
43.875,-0.63747,-0.41417,-0.63627,-2.9761
43.883,-0.64143,-0.41469,-0.64023,-3.0012
43.89,-0.64573,-0.413,-0.64453,-3.0285
43.898,-0.6496,-0.4124,-0.6484,-3.048
43.906,-0.65348,-0.41136,-0.65221,-3.0523
43.914,-0.65735,-0.41842,-0.65575,-3.0769
43.921,-0.66123,-0.42165,-0.65959,-3.0988
43.929,-0.66515,-0.42577,-0.66322,-3.101
43.937,-0.66948,-0.41608,-0.66815,-3.1285
43.945,-0.67336,-0.42876,-0.67147,-3.1496
43.952,-0.67724,-0.41697,-0.67595,-3.1524
43.96,-0.68111,-0.43221,-0.67915,-3.177
43.968,-0.68502,-0.4236,-0.6834,-3.2018
43.976,-0.68937,-0.43372,-0.68737,-3.2258
43.983,-0.69324,-0.43499,-0.69111,-3.2286
43.991,-0.69712,-0.45628,-0.69405,-3.2532
43.999,-0.701,-0.42579,-0.69936,-3.2779
44.007,-0.70488,-0.44106,-0.70248,-3.3025
44.014,-0.70925,-0.44378,-0.70685,-3.3274
44.022,-0.71313,-0.44233,-0.71073,-3.3295
44.03,-0.717,-0.4457,-0.71462,-3.3541
44.038,-0.72088,-0.44014,-0.71887,-3.3787
44.045,-0.72476,-0.44692,-0.72236,-3.4033
44.053,-0.72863,-0.43646,-0.72662,-3.4036
44.061,-0.73261,-0.45637,-0.72983,-3.4303
44.069,-0.73649,-0.44552,-0.73406,-3.4549
44.076,-0.74036,-0.46877,-0.73677,-3.4796
44.084,-0.74424,-0.43253,-0.74256,-3.5042
44.092,-0.74774,-0.45608,-0.74503,-3.5052
44.1,-0.75208,-0.4463,-0.74967,-3.5312
44.107,-0.75557,-0.4589,-0.75277,-3.5558
44.115,-0.75945,-0.42151,-0.75818,-3.5804
44.123,-0.76295,-0.44977,-0.76063,-3.5814
44.131,-0.7668,-0.4466,-0.7644,-3.6042
44.138,-0.77077,-0.43905,-0.76877,-3.632
44.146,-0.77427,-0.43515,-0.77265,-3.6567
44.154,-0.77813,-0.43966,-0.77615,-3.6576
44.162,-0.78164,-0.4418,-0.77964,-3.6805
44.169,-0.78513,-0.43243,-0.78348,-3.7051
44.177,-0.78862,-0.44359,-0.78635,-3.7297
44.185,-0.79253,-0.41643,-0.7916,-3.7338
44.193,-0.79569,-0.42935,-0.79453,-3.7567
44.2,-0.79914,-0.41008,-0.79898,-3.7813
44.208,-0.80263,-0.42634,-0.80128,-3.806
44.216,-0.80579,-0.41704,-0.80516,-3.81
44.224,-0.80961,-0.4327,-0.80814,-3.8326
44.231,-0.81279,-0.40967,-0.81259,-3.8576
44.239,-0.81623,-0.43549,-0.81455,-3.8608
44.247,-0.8194,-0.40935,-0.81902,-3.8814
44.255,-0.8225,-0.40747,-0.82219,-3.906
44.262,-0.82594,-0.41071,-0.82554,-3.9334
44.27,-0.8291,-0.40847,-0.8287,-3.937
44.278,-0.8322,-0.40719,-0.8318,-3.9577
44.286,-0.83499,-0.40074,-0.83522,-3.9823
44.293,-0.838,-0.40125,-0.8381,-3.9878
44.301,-0.84082,-0.38831,-0.84168,-4.0061
44.309,-0.84412,-0.40113,-0.84406,-4.0332
44.317,-0.84699,-0.38954,-0.84754,-4.0585
44.324,-0.84971,-0.39253,-0.85021,-4.064
44.332,-0.85242,-0.37767,-0.85369,-4.0823
44.34,-0.85514,-0.38621,-0.85591,-4.0894
44.348,-0.85811,-0.3696,-0.85972,-4.1086
44.355,-0.86091,-0.37256,-0.86231,-4.134
44.363,-0.86334,-0.34923,-0.86598,-4.1402
44.371,-0.86594,-0.36117,-0.86775,-4.1578
44.379,-0.86839,-0.36107,-0.87038,-4.1824
44.386,-0.87093,-0.34807,-0.87362,-4.191
44.394,-0.87334,-0.34137,-0.87643,-4.2094
44.402,-0.87567,-0.34486,-0.87859,-4.2164
44.41,-0.87799,-0.34302,-0.88079,-4.2333
44.418,-0.88007,-0.33025,-0.88362,-4.2579
44.425,-0.88224,-0.32581,-0.886,-4.2672
44.433,-0.8845,-0.31199,-0.88889,-4.2838
44.441,-0.88653,-0.31398,-0.8908,-4.2926
44.449,-0.88872,-0.30124,-0.89348,-4.3087
44.456,-0.89057,-0.30126,-0.89552,-4.318
44.464,-0.89234,-0.29827,-0.89737,-4.3325
44.472,-0.89444,-0.29657,-0.89939,-4.3434
44.48,-0.89622,-0.28919,-0.90153,-4.3595
44.487,-0.89801,-0.29207,-0.90313,-4.3688
44.495,-0.89972,-0.27906,-0.90544,-4.3834
44.503,-0.90127,-0.2688,-0.90745,-4.3942
44.511,-0.90294,-0.26732,-0.90917,-4.4091
44.518,-0.90457,-0.26521,-0.91073,-4.4196
44.526,-0.90589,-0.26255,-0.91212,-4.4196
44.534,-0.90727,-0.24965,-0.91411,-4.4334
44.542,-0.90862,-0.24717,-0.91561,-4.445
44.549,-0.90978,-0.24044,-0.91716,-4.445
44.557,-0.91102,-0.2363,-0.9184,-4.4581
44.565,-0.91226,-0.23845,-0.91949,-4.4704
44.573,-0.91342,-0.23558,-0.92061,-4.4704
44.58,-0.91439,-0.22928,-0.92177,-4.4827
44.588,-0.91516,-0.22045,-0.92316,-4.4958
44.596,-0.91618,-0.21182,-0.92457,-4.4958
44.604,-0.91721,-0.20458,-0.92581,-4.5089
44.611,-0.91779,-0.19631,-0.92678,-4.5212
44.619,-0.91836,-0.19456,-0.92742,-4.5212
44.627,-0.91914,-0.19497,-0.92805,-4.532
44.635,-0.91978,-0.1746,-0.92956,-4.5466
44.642,-0.9202,-0.16995,-0.9302,-4.5466
44.65,-0.92058,-0.16972,-0.93058,-4.5466
44.658,-0.92097,-0.16444,-0.93114,-4.5466
44.666,-0.92136,-0.15428,-0.93192,-4.5566
44.673,-0.9216,-0.14582,-0.9324,-4.572
44.681,-0.92175,-0.14024,-0.93286,-4.572
44.689,-0.922,-0.12728,-0.9336,-4.572
44.697,-0.922,-0.11948,-0.93408,-4.572
44.704,-0.922,-0.11305,-0.93436,-4.5813
44.712,-0.922,-0.11293,-0.93414,-4.5974
44.72,-0.92163,-0.08946,-0.93477,-4.5974
44.728,-0.92052,-0.083509,-0.93408,-4.5974
44.735,-0.91936,-0.050044,-0.93435,-4.5974
44.743,-0.91753,-0.050855,-0.93239,-4.5974
44.751,-0.91527,-0.013336,-0.93168,-4.5974
44.759,-0.91263,0.025438,-0.93098,-4.5974
44.766,-0.90894,0.090954,-0.93046,-4.5974
44.774,-0.90538,0.1362,-0.92872,-4.5974
44.782,-0.90125,0.21483,-0.92872,-4.5974
44.79,-0.89667,0.27625,-0.92694,-4.5974
44.797,-0.89172,0.32552,-0.92401,-4.5974
44.805,-0.88583,0.24083,-0.91373,-4.5974
44.813,-0.87995,0.13409,-0.90222,-4.5769
44.821,-0.87351,0.29211,-0.90373,-4.572
44.828,-0.86692,0.30939,-0.89763,-4.553
44.836,-0.85976,0.32378,-0.8909,-4.5466
44.844,-0.85165,0.37237,-0.88481,-4.5267
44.852,-0.84345,0.37209,-0.87643,-4.5014
44.859,-0.83531,0.39894,-0.86931,-4.4768
44.867,-0.8266,0.44919,-0.86301,-4.4522
44.875,-0.81741,0.4444,-0.85351,-4.4276
44.883,-0.8081,0.47697,-0.84528,-4.4029
44.89,-0.79766,0.49543,-0.83537,-4.3761
44.898,-0.78703,0.52133,-0.82578,-4.3505
44.906,-0.77657,0.54645,-0.81632,-4.3259
44.914,-0.76584,0.6148,-0.80873,-4.3013
44.921,-0.75473,0.64575,-0.79888,-4.2767
44.929,-0.7425,0.7158,-0.78977,-4.2326
44.937,-0.73052,0.74693,-0.77877,-4.1989
44.945,-0.71863,0.79476,-0.769,-4.1575
44.952,-0.70636,0.86459,-0.75997,-4.1083
44.96,-0.69396,0.83426,-0.74565,-4.0591
44.968,-0.68026,0.85685,-0.7327,-4.0057
44.976,-0.66688,0.9118,-0.72141,-3.9542
44.983,-0.65384,0.95071,-0.7099,-3.905
44.991,-0.64066,0.95922,-0.69674,-3.8558
44.999,-0.62725,1.0057,-0.68512,-3.8065
45.007,-0.61368,1.0702,-0.67436,-3.7573
45.014,-0.59887,1.0035,-0.65584,-3.7044
45.022,-0.58416,1.0182,-0.6416,-3.6525
45.03,-0.5702,1.1086,-0.63157,-3.5888
45.038,-0.55603,1.116,-0.61735,-3.5286
45.046,-0.54189,1.1569,-0.60473,-3.4794
45.053,-0.52673,1.2107,-0.5915,-3.4129
45.061,-0.51155,1.2097,-0.57572,-3.3347
45.069,-0.49721,1.1645,-0.55883,-3.2746
45.077,-0.48266,1.2238,-0.54694,-3.2124
45.084,-0.46812,1.3348,-0.53749,-3.1507
45.092,-0.45283,1.2794,-0.51874,-3.0852
45.1,-0.43758,1.2506,-0.50132,-3.0067
45.108,-0.42324,1.2794,-0.48803,-2.9458
45.115,-0.4089,1.2937,-0.47406,-2.8844
45.123,-0.39455,1.3087,-0.46001,-2.8106
45.131,-0.38038,1.3257,-0.44601,-2.7367
45.139,-0.36545,1.3569,-0.43207,-2.6587
45.146,-0.35027,1.3347,-0.41551,-2.5795
45.154,-0.33649,1.3776,-0.40319,-2.5171
45.162,-0.32275,1.4036,-0.39023,-2.4572
45.17,-0.30911,1.3095,-0.37155,-2.3834
45.177,-0.29507,1.3299,-0.35785,-2.3056
45.185,-0.28065,1.3689,-0.34492,-2.2376
45.193,-0.26764,1.289,-0.32749,-2.1777
45.201,-0.25485,1.2568,-0.31269,-2.1038
45.208,-0.2422,1.2526,-0.29937,-2.03
45.216,-0.22919,1.237,-0.28514,-1.9621
45.224,-0.21596,1.2308,-0.27116,-1.8982
45.232,-0.20409,1.2195,-0.2582,-1.8243
45.239,-0.19247,1.1745,-0.24385,-1.7505
45.247,-0.18097,1.1677,-0.23189,-1.685
45.255,-0.16985,1.2072,-0.22237,-1.6282
45.263,-0.15868,1.16,-0.20819,-1.5592
45.27,-0.14743,1.1366,-0.19539,-1.4964
45.278,-0.13735,1.123,-0.18428,-1.4309
45.286,-0.12751,1.0819,-0.17198,-1.3741
45.294,-0.11821,1.0172,-0.15875,-1.3071
45.301,-0.10868,1.0295,-0.14959,-1.2561
45.309,-0.099066,0.96666,-0.13667,-1.1938
45.317,-0.090779,0.96967,-0.12843,-1.1276
45.325,-0.083026,0.99625,-0.12154,-1.0784
45.332,-0.07537,0.92866,-0.1101,-1.0292
45.34,-0.067968,0.88576,-0.10045,-0.97841
45.348,-0.060732,0.91053,-0.094124,-0.92435
45.356,-0.05436,0.86096,-0.085158,-0.87512
45.363,-0.048545,0.813,-0.076533,-0.82588
45.371,-0.0429,0.82404,-0.071338,-0.77665
45.379,-0.037933,0.76315,-0.063027,-0.73201
45.387,-0.033247,0.71975,-0.05591,-0.7025
45.394,-0.028722,0.70205,-0.050429,-0.64801
45.402,-0.025233,0.67576,-0.045095,-0.60419
45.41,-0.02189,0.60191,-0.03829,-0.57495
45.418,-0.019237,0.61826,-0.036182,-0.52955
45.425,-0.016925,0.68314,-0.036759,-0.5045
45.433,-0.014857,0.63023,-0.032197,-0.47169
45.441,-0.013379,0.54191,-0.026262,-0.42713
45.449,-0.012339,0.60247,-0.028344,-0.40252
45.456,-0.012,0.50605,-0.022819,-0.37687
45.464,-0.012,0.41354,-0.018254,-0.3556
45.472,-0.011926,0.34653,-0.014712,-0.32549
45.48,-0.011538,0.44583,-0.019353,-0.3048
45.487,-0.011101,0.40779,-0.01711,-0.30166
45.495,-0.010326,0.30761,-0.011097,-0.27704
45.503,-0.009501,0.376,-0.013629,-0.254
45.511,-0.0079433,0.2822,-0.0078017,-0.2531
45.518,-0.0061998,0.20663,-0.0021998,-0.2286
45.526,-0.0045737,0.22731,-0.0014034,-0.22621
45.534,-0.0022478,0.37664,-0.0066672,-0.20159
45.542,7.8047e-05,0.26706,0.0013301,-0.1778
45.549,0.0024063,0.23885,0.0052134,-0.17775
45.557,0.0059068,0.177,0.011617,-0.1524
45.565,0.0090341,0.31017,0.008156,-0.15075
45.573,0.012523,0.32407,0.010673,-0.127
45.58,0.016013,0.24129,0.018399,-0.12692
45.588,0.019889,0.32657,0.018011,-0.1023
45.596,0.024693,0.3026,0.023972,-0.099911
45.604,0.028971,0.28425,0.029314,-0.075295
45.611,0.033623,0.31808,0.032419,-0.0508
45.619,0.038275,0.33358,0.036296,-0.0508
45.627,0.043304,0.35475,0.040172,-0.026845
45.635,0.048708,0.34323,0.046238,-0.0022304
45.642,0.054838,0.34741,0.052018,0.00016218
45.65,0.060653,0.40943,0.054731,0.024777
45.658,0.066468,0.32221,0.065002,0.049393
45.666,0.072648,0.42665,0.065965,0.074009
45.674,0.078851,0.41051,0.073063,0.0762
45.681,0.085832,0.49756,0.075947,0.10093
45.689,0.092434,0.46877,0.083948,0.12563
45.697,0.09939,0.48988,0.089892,0.15025
45.705,0.10637,0.5433,0.094292,0.17487
45.712,0.11335,0.50135,0.10334,0.19948
45.72,0.12155,0.47608,0.1127,0.22708
45.728,0.12897,0.61803,0.1132,0.25189
45.736,0.13633,0.52291,0.1256,0.2765
45.743,0.14404,0.60478,0.12925,0.30112
45.751,0.15179,0.51384,0.14147,0.34667
45.759,0.15955,0.64572,0.14273,0.37575
45.767,0.16817,0.67554,0.15042,0.40314
45.774,0.1764,0.62603,0.16119,0.42816
45.782,0.18454,0.65268,0.16809,0.45278
45.79,0.19268,0.55348,0.18128,0.49758
45.798,0.20082,0.75522,0.17951,0.52741
45.805,0.21017,0.62322,0.19543,0.55468
45.813,0.21855,0.75527,0.19748,0.60083
45.821,0.22701,0.67471,0.20994,0.62983
45.829,0.23523,0.72539,0.21596,0.65445
45.836,0.24367,0.79188,0.22121,0.69773
45.844,0.25308,0.72414,0.23406,0.73163
45.852,0.2615,0.72156,0.24287,0.77714
45.86,0.26995,0.74134,0.25023,0.80689
45.867,0.27818,0.7865,0.25671,0.8502
45.875,0.28661,0.78336,0.26545,0.88152
45.883,0.29487,0.70516,0.27784,0.92327
45.891,0.30407,0.8027,0.28211,0.95849
45.898,0.3126,0.7644,0.29263,1.0027
45.906,0.32074,0.77359,0.30036,1.034
45.914,0.32888,0.74605,0.31011,1.0757
45.922,0.33676,0.81017,0.31503,1.125
45.929,0.3455,0.82821,0.3229,1.1608
45.937,0.35367,0.7501,0.33507,1.2044
45.945,0.36142,0.84702,0.33826,1.2364
45.953,0.36892,0.81867,0.34731,1.2775
45.96,0.37628,0.72357,0.35979,1.311
45.968,0.38428,0.67394,0.37055,1.3548
45.976,0.39196,0.78695,0.37251,1.4061
45.984,0.39907,0.84111,0.37693,1.4389
45.991,0.40605,0.81306,0.38528,1.4792
45.999,0.41279,0.79465,0.39326,1.5135
46.007,0.41938,0.76743,0.40151,1.5522
46.015,0.42624,0.6498,0.41448,1.59
46.022,0.43276,0.62896,0.42213,1.6316
46.03,0.43896,0.68188,0.42555,1.6659
46.038,0.44494,0.69721,0.43077,1.7047
46.046,0.45055,0.67341,0.43781,1.7406
46.053,0.45637,0.68459,0.44319,1.7814
46.061,0.4621,0.69562,0.44841,1.8184
46.069,0.46708,0.59813,0.45858,1.843
46.077,0.47195,0.54226,0.46609,1.881
46.084,0.47659,0.56544,0.46959,1.9176
46.092,0.48115,0.57067,0.47416,1.9439
46.1,0.48567,0.5419,0.47999,1.97
46.108,0.48951,0.52035,0.48513,1.9947
46.115,0.49319,0.54942,0.4874,2.0319
46.123,0.4967,0.47948,0.49434,2.0693
46.131,0.4998,0.40945,0.50095,2.0939
46.139,0.5029,0.47171,0.5009,2.12
46.146,0.5058,0.44898,0.505,2.1463
46.154,0.50814,0.39102,0.51023,2.1709
46.162,0.51025,0.39284,0.51232,2.1955
46.17,0.51225,0.42451,0.51267,2.2202
46.177,0.51389,0.36281,0.51738,2.2461
46.185,0.51537,0.2997,0.52193,2.2606
46.193,0.51635,0.31516,0.52214,2.2718
46.201,0.51713,0.3244,0.52244,2.2964
46.208,0.51775,0.25459,0.52646,2.3114
